,title,title_label,description,description_label
18,투교협      이후 중국 증시전망과 투자전략  온라인 특강,0,전국투자자교육협의회는 이달  일 오후  시부터 중국 증시 전문가와 함께 하는     이후  중국 증시전망과 성공적인 투자전략  온라인 특강을 실시한다고  일 밝혔다  중국시장 전문가인 김경환 하나금융투자  ,0
19,홈플러스   일까지  삼시육끼  기획전 진행,0,이창수 홈플러스 마케팅총괄이사는  고기는 굽고 치우는 과정이 번거로워 대표적인 외식 메뉴였지만     이후 대표적인 집밥 메뉴로 바뀌고 있다 며  삼시육끼 기획전을 비롯해 앞으로도 달라진  ,0
20,세종 지역화폐  여민전  상권활성화 한몫,1,시는 당초  억 원을 우선 발행하고 향후 소비 추이를 고려하여 발행 규모를 확대할 계획이었으나     로 침체된 지역 상권에 활력을 불어넣기 위해 발행규모를  억 원으로 대폭 확대하였다  또한 시민들의  ,0
21, 산업워치   월급  이제  로봇이 지급해요     자동급여이체 서비스 ,1,이밖에  유플러스는    로 인한 언택트 시대에 맞춰 엔리얼과 함께  글래스 온라인 앱 개발 세미나를 개최한다  오는  일 오전  시  분부터 한 시간 동안 올쇼 를 통해 실시간으로 참여할 수 있으며 해당  ,0
22,   안양서  리치웨이  방문자 등  명 확진,0,안양시는 서울 관악구  리치웨이  방문자 등  명이     양성 판정을 받았다고  일 밝혔다  확진자는 동안구 범계동 목련아파트에 거주하는 여성  씨와 안양  번 확진자의 가족인  동안구 관양 동 동편마을  ,0
23, 당신이 영웅입니다 세정그룹   덕분에 챌린지  동참,0, 당신이 영웅입니다 세정그룹   덕분에 챌린지  동참 세정그룹이 최근     치료를 위해 힘쓰는  박순호 세정 회장은    를 극복하기 위해 신속한 대처로 앞장서고 있는 정부 관계자와 밤낮없이 헌신하는  ,0
24,경기도  시 군 부단체장 영상회의서  지역경제 활성화 방안  집중 논의,0, 일 도청 재난상황실에서 김희겸 행정 부지사 주재로 열린 영상 회의 사진제공 경기도 경기도가     이날 회의에서는 지난달  일 중앙 지방정책협의회 결과를 공유하고     시대 이후의 지역경제 활성화  ,0
25,    조직위  초고강도 방역으로 안전한 행사 다짐,0,행사를 주최하는 서울시치과의사회 이하 서울지부 는     관련 사회적 우려에 대한 심각성을    대회장인 김민겸 서울지부 회장은  지난  월 초    와 관련한 정부 지침이 생활방역으로 바뀌어  ,0
26,    신규확진  명  지역발생  명 전원 수도권   차 감염 사례  ,0, 연합뉴스     사태가 서울 이태원 클럽  경기도 부천 쿠팡물류센터  수도권 종교 소모임 등을   명 늘어 총  만 명이 됐고 격리 치료 중인 환자는  명이다    최근 수도권     발생 추이  연합뉴스,0
27,서울 아파트값  주만에 하락 보합 전환 큰 폭 조정 없다 ,0,함영진 직방 빅데이터랩장은    로 인한 시장의 충격이 거래량을 둔화시키고 있긴 하지만 가격이 큰 폭으로 조정되는 것을 기대하기는 제한적이라고 판단된다 고 밝혔다    함 랩장은  올해  만 가구에  ,0
28,울산의 힘 한국의 미래  울산경제자유구역 확정,1,포스트     시대 극보을 위한 울산형 뉴딜사업 첫 번째 성과로 울산의 미래를 열다  울산시는  포스트     시대 극보을 위한 울산형 뉴딜사업 첫 번째 성과로 울산의 미래를 여는 새로운 발판을 마련했다는  ,0
29,양천구   신월 동 부활교회 신도 등 확진자  명 추가 ,0,서울 양천구 구청장 김수영 는 신종    바이러스 감염증    확진자가  명 추가 발생했다고  일 밝혔다  이로써 양천구의 누적 확진자는  명으로 늘었다  신규 발생한  번 확진자는 신월 동 거주  대  ,0
30,연상호  반도 임상수  헤븐  칸영화제 공식초청,0,그러나    의 전 세계적인 확산으로 영화제를 취소하고 공식 초청작만 발표하기로 했다  황금종려상  감독상  각본상 등 수상작도 선정하지 않으며  공식 초청작은 베니스  베를린  부산 등 국제영화제를 통해  ,0
31,참석자 대부분 노인 다단계 건강용품 세미나  명 무더기 확진,0,다단계식 건강용품 판매업체에서 신종    바이러스 감염증    확진자가 쏟아졌다  이 업체는 주로 노인들을 대상으로 홍보 세미나를 여는데  검사 대상이  명에 육박해 추가 감염 우려가 커지고 있다  ,0
32,대한체육회   학생심판 양성교육  참여 학교 모집,1,확보하고      확산 예방을 위한 정부 방역 지침을 준수하여 운영하여야 한다  또한  학생심판  교육은 종목별 강사 선발 및 교육을 마친 후  월에서  월 중 종목별로 시행될 예정이며      확산 상황에 따라  ,0
33,   가 바꾼 언론시사회 풍경,0, 일 오후 서울 용산구  용산아이파크몰에서 열릴 예정인 영화  결백  언론시사회를 앞두고 취재진들이 체온측정 후 개인정보를 작성하고 있다   ,0
34,   가 바꾼 언론 시사회,0, 일 오후 서울 용산구  용산아이파크몰에서 열릴 예정인 영화  결백  언론시사회를 앞두고 취재진들이 생활 속 거리두기 지침을 준수하며 표를 받기 위해 줄 서 있다   ,0
35,무주서 자전거 마라톤대회 열린다,1,  메디오폰도 방식으로 진행   무주군      예방 철저  완성도 높일 것   무주번닷불 그란폰도  특히     예방을 위해 별도의 개   폐회식은 하지 않고 발열체크와 방역소독을 추진하는데도 만전을 기할  ,0
36,선원노련      극복 위해  만원 기부,0,정태길 전국해상선원노동조합연맹 위원장이  일 오전 부산 동구 부산사회복지공동모금회를 방문  신종    바이러스 감염증    위기 극복을 위한 성금  만원을 전달하고 있다  선원노련은 선원들의  ,0
37, 더위 생각하면 아찔  여름 맞은 의료진 어쩌나,1,신종    바이러스 감염증    장기화로 최일선에 선 의료진의 육체적 심리적 피로도가 우려된다  대구 경북에 이어 수도권으로 감염이 확산되는 가운데 본격적인 더위가 시작돼 의료진의 감염 위험도 커졌다  ,0
38,정읍시      극복 청년 긴급 지원사업 본격 추진,0,업코리아      정읍시청  업코리아  정읍시가    로 인한 경기침체의 장기화로 경제적 어려움을 겪고 있는 청년들의 생활 여건을 개선하기 위한 긴급 지원에 나선다  시는     여파로 고용시장이 위축되고  ,0
39,   년 대졸 신입사원 및 경력직 공채  실시,1,   로 고용시장 전반이 침체된 가운데   는 지난해에 이어 사회 고용 창출을 위한 상반기 공채를 진행한다는 방침이다  채용은  신입부문   전략기획  마케팅  운영   영업   경력부문   직영점장  ,0
40, 야식남녀   박 일 펜션 뒤풀이 결국 취소     사태에 적절치 않다고  ,0,그러나 신종    바이러스   로 생활 속 거리두기를 강조하는 시기에  다수의 인원이 한 곳에 모이는 것은 부적절하다는 지적이 나왔다  이에  야식남녀  측은 펜션 쫑파티를 결국 취소했다   야식남녀  측은  일  ,0
41,다단계 판매업체  리치웨이  관련 최소  명 확진 참석자 대부분 노인 ,0,다단계식 건강용품 판매업체  리치웨이 와 관련된 신종    바이러스 감염증    확진자가 최소  명 확인됐다  이 업체는 관악구 조원동의 매장에서  판매원 교육 과  세미나  등 명목으로 여러  ,0
42, 전문  남양주시청  번째 확진자 발생 동선공개 화도읍 마석우리 서희스타 ,0,남양주시청이      번째 확진자 발생을 알렸다  남양주시  번째 확진자는  세 여성으로 화도읍 마석우리 서희스타힐스아파트에 거주한다  남양주시청은 감염경로로 서대문구  번째 확진자의  ,0
43,해풍 먹은 마늘 청정 한우   보물섬  남해 농특산물 한 자리에,0, 일   보물섬 남해 농특산물 판매행사   황금마늘 한우를 찾아라  등 이벤트 풍성 경남 남해군은 신종    바이러스 감염증   취소된  보물섬 마늘 한우축제  대신 지역 특산물을 한 자리에 모은  ,0
44,경기도      검사받는 취약노동자에  만원씩 지역화폐 지원,0,도 시군  행정명령 대상 영세사업자엔 특별경영자금 최대  만원 방역수칙 이행 업소  심의 거처 조건부 집합금지명령 해제 경기도와 시군 지자체가 신종    바이러스 감염증   으로 피해를 보는 취약  ,0
45,국립중앙박물관  외국인 홈스쿨 가족 대상 온라인 수업 진행,1,국립중앙박물관은 신종    바이러스 감염증   으로 가정에서 자녀를 교육하는 외국인 가족을 위해 오는  일부터 온라인으로 컬쳐 아카데미를 진행한다고  일 밝혔다  영어로 진행되는 컬쳐 아카데미에서는  ,0
46,홍천군  홍천사랑상품권을 통한 지역경제 살리기 캠페인 개최,1,증가하면     위기에 따른 지역경기 침체에 핵심 돌파구가 될 것으로 전망된다  때문에 홍천군은  한 시장상인은    가 확산되면서 시장에 손님들의 발길이 끊겨 한동안 많이 어려웠는데 장보기 행사를 통해  ,0
47,김여정  못본 척 하는 놈이 더 밉다 박지원김홍걸  협박아닌 대화 신호 ,0,김 의원은  지금 북측은    위기로 나라사정이 심각한 수준으로 악화되고 있지만 자존심과 체면을 지켜야 하기 때문에 먼저 노골적으로 남측에 교류재개를 제안할 수도 없다 고 판단했다  이어 김 의원은  북측의 말은  ,0
48,수출급감 속 경상수지  년만에 최대 적자,1,    여파로 수출이 급감하며  월 경상수지가  년  개월만에 최대 적자를 냈다  사진은 수출 컨테이너가 모여 있는 부산 신항  사진 연합뉴스 신종   바이러스 감염증    사태로 수출이  ,0
49,영동소방서 학산 안전센터 구급대원 칭찬글  감동 ,1,임환호 소방교는    로 국민 모두가 힘든 시기에 소방공무원으로서 당연한 일이었는데 이렇게 칭찬해주셔서 정말 감사하다 며  앞으로도 더욱 더 신속하고 친절한 서비스로 국민의 생명과 안전을 위해 최선을  ,0
50,계룡시장배 체육대회  무관중 경기로  일부터 개최 ,0,이번 종목별 체육대회는    감염예방을 위해 무관중 경기로 개최되며  각 경기마다 방역관리자를 지정해 경기장 사전 방역소독  참가자 열 체크 등 철저한 방역 조치 후 진행된다  계룡시체육회가 주최하고 각  ,0
51,셀트리온   램시마  제형간 유효성 차이 없어 ,0, 는  일부터  일까지 독일 프랑크푸르트에서 열릴 예정이었으나    로 인해 온라인으로 진행됐다  이번 임상결과 자료는 학회 홈페이지를 통해 공개됐다   일 셀트리온에 따르면  에서 발표한 임상  ,0
52,건강용품업체  리치웨이  관련 확진자 최소  명 대부분 어르신들 ,0,다단계식 건강용품 판매업체  리치웨이  관련     확진자가  일 오전까지 최소  명 파악됐다  지난  일 리치웨이에 다녀온 안산  번 환자는 다음날인 지난  일부터 두통과 인후통 등     의심 증상이  ,0
53,국립중앙박물관  외국인 홈스쿨 가족 대상  컬처 아카데미  온라인 교육,1, 국립중앙박물관 관장 배기동 은    로 박물관을 방문할 수 없는 외국인 홈스쿨 가족들을 위해  이후 이집트실  인도 동남아실  국립중앙박물관 특별전 등을 주제로     상황에 따라  월부터 온  ,0
54,제주      상황에 해수욕장 개장 운영대책  부심 ,1,여름철 해수욕장 개장을 앞두고 신종     바이러스 감염증    확산세가 꺾이지 않으면서  제주자치도가 해수욕장 운영대책 수립에 부심하고 있다  제주특별자치도는 오는  일 제주도청  청사 탐라홀에서  ,0
55, 속보  군포시청  군포로 번길 거주     확진자 이동 동선 공개 ,0,군포시청 군포시청이 군포로 번길에 거주하는 서울시  번     확진자의 동선을 공개했다 일 군포시청은 공식 블로그 및  를 통해     확진자 정보를 공개했다 해당 확진자는 서울 관악구  ,0
56,충남농어민수당  만 원 전국 최고 로 인상,1,도와 시 군은 당초 이들 농가에 충남농어민수당을 매년  만원씩 지급키로 하고     상황에 따라 지급  당초 충남농어민수당 도입 결정 당시  만원씩 지급하는 방안도 검토했으나    로 인한 재정의  ,0
57, 포스트     대응 관광택시 시범사업 착수,1,충남도가 단체 패키지여행 대신 가족 연인 개인 단위의 개별 소규모 여행이 증가할 것으로 예상되는  포스트     시대의 새로운 관광 문화에 발맞춰  관광택시  운영에 나선다  도는  일 관광객 유치 활성화 및 여행  ,0
58,어제 하루 환자  명 추가 종교 소모임 등 산발적 감염,0,종교 소모임 관련 등 산발적 감염으로 어제 하루     신규 환자가  명 늘었습니다  중앙방역대책본부는 오늘  시 기준 국내 확진자는  명  사망자는 추가 없이  명이라고 밝혔습니다  교회 관련 등  ,0
59, 월 일 환경의 날  저축은행업계  친환경 경영 녹색금융 정책 확산,1,   로 언택트 소비에 따른 일회용품 소비가 늘어나면서 폐기물 등 환경과 직결된 난제들이 포스트     시대의 과제로 자리 잡게 됐다  정부 또한 포스트    를 대비하기 위해  그린뉴딜 을 국가 주요 정책으로  ,0
60,삼성고  방역활동 인력 채용  접수  일까지,0,채용부문은     학교 방역활동 인력이다  채용 후     대응 학생 보호 방역활동 및 생활지도 지원 인력 운용등을 담당하게 된다  보수는 시급  만  원이다  채용기간은  일부터  월 일까지다  모집인원은  ,0
61, 발달장애인 청년과 엄마의 죽음에 응답해 달라 ,1,그나마 있는 인프라도     사태로 사라져 유일하게 선택할 곳은 정신병원뿐이다 며  장애인 시설도 아닌 노숙자 수용시설에서 노예처럼 학대당하는 성인발달장애인도 있다  이를 알면서도 할 수 있는 것이 없어  ,0
62,체리쉬  창립  주년 기념 특가 이벤트 이달까지 연장 회원 대상 침실 주방 ,0,체리쉬는    로 인한 어려움이 이어지는 가운데   대한민국 동행세일 에 동참하는 취지로 지난  월 말부터 진행했던 창립  주년 특가 이벤트를 오는  일까지 연장한다고 밝혔다  체리쉬는 이번 특가 이벤트를 통해  ,0
63,종로학원   일 드라이브스루 입시설명회 개최,0,그러나 최근 수도권을 중심으로     바이러스 감염이 재확산되면서 자동차에서 설명회를 듣는 드라이브 스루 방식으로 진행한다  참석자는 차 안에서 발열 검사를 받고 자료집을 받은 뒤 자동차에 탄 채로 라디오를  ,0
64,남해군  농특산물 판매행사  일 개최,0,    여파로  보물섬 마늘 한우축제 를 대신하는 이번 행사는 해풍 먹은 남해마늘  청정 남해한우와  군은 행사기간 마스크 착용  적당한 거리두기 등       예방수칙 준수를 지도하고 방역부스 발열 체크  ,0
65,셀트리온   램시마  램시마와 약효 차이 없다 ,0, 는 지난  일부터  일까지 독일 프랑크푸르트에서 열릴 예정이었으나  신종    바이러스 감염증    사태로 인해 온라인으로 진행됐다  발표한 임상연구자료는 학회 홈페이지에 공개된다  셀트리온  ,0
66,치과의사협회  시덱스  취소 강력 촉구,0, 대규모 국제행사인   개최로 인한 신종    바이러스 감염증   을 우려하는 언론보도가 지속되고 있는 가운데 대한치과의사협회 이하 치협 는  일 오전 치과의사회관에서 담화문을 발표하고 시덱스  ,0
67,지난  월 경상수지  억 달러 적자 개월 만에 최대 규모 적자,0,한국은행 관계자는     사태 영향으로 미국과 유럽에 대한 수출이 감소세로 돌아서고 반도체와   월 여행수지는  억 천만 달러 적자를 냈지만     봉쇄조치 속에 수입보다는 해외지출의 감소 폭이 좀  ,0
68,문 대통령 지지율  대 이탈 영향,1,이어  수도권을 중심으로 신종    바이러스 감염증   의 산발적인 집단 감염  윤미향 더불어민주당 의원 이슈 등이 중도층 이탈로 이어진 결과로 보인다 고 전했다  특히 이념성향별 중도층에서  ,0
69,강서구청     확진자  가양 동 화곡 동 거주 에바다교회 관악 리치웨이 ,0,한국정경신문 최태원 기 자   한국정경신문  서울 강서구청이 관내     확진자 발생 소식을  일 전했다 강서구청에 따르면 가양 동 거주  대 남성과 화곡 동에 거주  대 남성이 각각     확진 판정을 받았다  ,0
70,   로 고환 손상 가능성 위험 줄일 방안 찾아야 ,0,연구진  사망 환자  명 샘플 분석  직접적인 증거 없다  신중론도     바이러스가 남성 생식능력에  논문은 후베이성 우한에서    로 사망한 환자  명의 샘플을 이용해 고환 조직과 정액에서     ,0
71,전남농협  영농철 농촌 일손돕기에 총력지원,0,이번 일손 돕기는     장기화로 인해 본격적인 영농철에 농촌 인력수급의 어려움으로 일손부족 심화  김석기 본부장은    사태 장기화로 인한 농촌인력 문제와 경기위축으로 인한 농산물 소비부진 등  ,0
72,전매제한  개월  금리인하 및 분양가까지 막바지 청약  올인  수요 몰려,1,달해 청약 가점이 낮은  대도 당첨 기회가 제공된다  주택담보대출비율 도 최대  까지 가능하다  한편  현장 견본주택은     확산 방지를 위해 사전 예약제로 운영되며  사이버 모델하우스도 운영 중이다 ,0
73, 닥터 뷰티의 슬기로운 화장법  마스크 트러블   향료 산 영양 을 줄여라,0,   로 마스크 착용 시간 늘어 피부발진 등 트러블 야기하기도 피부장벽 강화 위한 성분 확인해야  시장경제 엄향매 약학박사  엄향매 약학박사 로라렌 대표     가 여성들을 괴롭히고 있다  무엇보다 거의  ,0
74,이상직 의원  전북판 뉴딜 완성에 매진 ,1,그는  이 법이 통과하면 가구당  만 만원의 소득이 증가하고 자영업자  만명이 이득을 본다 며  신종    바이러스 감염증    여파로 민생현장의 기반이 무너졌는데 생존을 위한 현실적인 법안 이라고  ,0
75,여수 둔덕동 지역사회보장협의체  독거노인  세대 찾아 생신 축하,0,강행숙 둔덕동장은  홀로계신 어르신들이 외롭지 않은 삶을 지낼 수 있도록 지속적인 관심과 다양한 사업을 운영하겠다 며  지역사회보장협의체와 협력해    로 힘든 시간을 보낸 지역 주민들을 위해  ,0
76, 농협손보 임직원  영농철 일손돕기에 구슬땀,0,임종철  농협손해보험 부사장은    로 인한 화훼농가의 어려움이 장기화 되고 있어 안타깝다 며  농협손해보험은 지속적인 농촌 지원활동을 통해 농가의 경영안정에 기여할 수 있도록 최선을 다하겠다 고  ,0
77,안동의료원   최장기 입원   세     확진자 퇴원,0,안동의료원은     최장기 입원 환자인  세 우모 할머니가 입원한지  일 만인 지난  일 완치 판정을 받고 퇴원했다고  일 밝혔다    안동의료원   최장기 입원   세     확진자 완치 퇴원  안동의료원  ,0
78,전남농협  영농철 농촌 일손돕기에 총력지원,0,이번 일손 돕기는     장기화로 인해 본격적인 영농철에 농촌 인력수급의 어려움으로 일손부족 심화  김석기 본부장은    사태 장기화로 인한 농촌인력 문제와 경기위축으로 인한 농산물 소비부진 등  ,0
79,최기문 경북 영천시장 동정,0,최기문 영천시장은  일 오후  시  분  세동 회장 한세현 으로부터     극복을 위한 성금을 기탁받는다 원본 기사 보기 브레이크뉴스 대구경북,0
80,봉화군  찾아가는 배달강좌제 재개,0,봉화군 군수 엄태항 은    로 중단되었던  년 찾아가는 배달강좌제를 지난  월  일부터 재개하여 그  가졌으나      사태로 중단되었다가 다시 개강하여 학습자들의 열기가 더 뜨겁다  찾아가는  ,0
81,군위넷 오운현 최미경 대표 교육발전기금 기탁,0,군위군은 지난  일    로 관내 소상공인들이 경제적으로 힘든 가운데 군위군 군위읍 소재 군위넷    군위군청 전경  군위군 오운현 최미경 대표는 군위군의 미래의 씨앗인 우리 학생들이      로 힘든 상황  ,0
82,해수부   해양수산 중소 벤처기업  컨설팅 지원,0,올해는     영향으로 주목받고 있는 디지털 비대면 분야 기업을 육성하기 위해 관련 사업 제안기업에게는 가점을 부여할 예정이다  또한  기업 부담을 덜어주기 위해 정부지원금의   수준인 기업부담금도 전액  ,0
83, 김대호의 경제읽기  뉴욕증시 연일 강세 코스피  선 근접,1,   로 인한 경기 침체가 끝나가는 걸까요  밤사이 뉴욕 증시가 급등하고 코스피 또한  선에 근접하는   질문      로 팔지 못했던 재고 면세품이 시중에 판매되며 큰 관심을 끌었습니다  한때 판매하는  ,0
84, 부작용 없다지만  클로로퀸      예방 효과 없다,0,말라리아약 치료제로 쓰이는 하이드록시 클로로퀸이     예방에 효과가 없다는 연구가 나왔다   에 따르면 미국 미네소타대학교 연구진은     감염자와 접촉한  명을 두 집단으로 나눠  한  ,0
85, 우리 개는 안 물어요  안전불감증 인명사고로 이어져,0,박경규 경감  녹음이 짙어가는 유월     가 완하되자 개 목줄을 채우지 않은 반려견과 함께 산책하는 보호자가 늘어나 개 물림 사고에 각별한 주의가 요구된다  실제로 개 물림 사고는  년에 평균  천 건 하루  건 이상  ,0
86,중기부  경남 김해에  데이터센터  구축한다,1, 은 포스트     시대에 대비하기 위해 클라우드 수요가 급증하면서 새로운 데이터 허브를 설립하기로 했다고 설명했다  한편 중기부는 올해 하반기부터 본격적으로 추진할   제조 플랫폼 사업 을 통해  ,0
87, 민주당은 하늘이 두 쪽 나도 내일 본회의를 반드시 열겠다 ,1,국회 문을 열고 난 후에는    바이러스감염증 이하     사태 극복 차원의 정부  차 추가경정예산안 등을 처리할 계획이다  일정이 빼곡하게 적힌 계획표를 들고 있는 민주당으로서는 미래통합당을 어르고  ,0
88,싱글맘 군인 탈북민 마이라이프  담긴 초선들의  호법안,0,   신종    바이러스 감염증 로 피해를 본 중소 상인과 자영업자 등을 위해 임대료 연체에 대한 계약해지 갱신 거절을 향후  개월간 금지하는 내용이다  장애인인 최혜영 의원은 장애인이 만  세 이후에도 활동  ,0
89,문체부   글로벌 광고인재 육성 사업  진행,0,문체부 정책 담당자는  이번 사업을 통해 우수한 광고 인재를 양성함으로써     여파로 어려움을 겪고 있는 광고 산업에 활력을 불어넣을 수 있을 것으로 기대한다 라며   광고 산업이     이후의 새로운 시대  ,0
90,한우가격 고공행진 등심   만 원 돌파,0,   로 가정식 수요 증가에 긴급재난지원금 지급 효과가 맞물리면서 한우 가격이 연일 고공행진을  정부와 업계는     사태로 집밥을 먹는 경우가 늘면서 구이류 고기 수요가 증가했고  지난달 중순  ,0
91,    학습용 개발   온셰이프  무료화,0, 는     바이러스 위기로 휴교 중이거나 원격 수업을 진행하고 있는 전 세계 고등학생 및 대학생들과 교사들에게 제품 개발 소프트웨어  온셰이프 를 무료로 제공한다고  일 밝혔다   는 자사의  ,0
92,퍼밀  언택트 자급자족 트렌드 맞춰  버섯 허브 캣크라스 재배키트  출시,0,실제로 표고버섯 키트의 경우   등에서 최근 무료한 집 생활에 활력을 더해줄     대란템으로 불리며 화제의 중심으로 자리 잡았다   무럭무럭 버섯 재배 키트 는  일부터 구입이 가능하며  허브류를 비롯한 기타  ,0
93,강동구  학생 안전 위해 학교방역용 소독약품 지원,1,이정훈 가    로부터 안전한 등교환경을 조성하기 위해 초 중 고  개교에 학교방역용 소독약품을  등에서     확진자가 발생하며 우려의 목소리가 커지고 있다  이에 강동구는 지역 내 초등학교  개교  ,0
94,광주시      확산 우려 현충일 추념행사 취소한다 ,0,박재천 기자   신동헌 광주시장 사진 경기 광주시 제공  경기 광주시가     확산 우려로  올해는     확산 예방을 위해 시장  보훈단체장  국회의원  도 시의원이 참석하는 규모로 행사를  ,0
95,늘어나는 혼술 홈술족 겨냥한 안주   제품 인기,0,신종    바이러스 감염증    확산과 주  시간 근무 이후 약속이나 회식이 줄면서  홈술 집에서 마시는 술  및  혼술 혼자 마시는 술  문화가 더욱더 빠르게 성장하고 있다  이로 인해  가정간편식  안주  ,0
96,송영길  시간은 우리 편 방위비 협상 무효화되면   전액 부담 ,0,그는  아무래도 주한미군 근로자가 없으면 주한미군이 제대로 기능하기 어렵다 라며  특히 지금과 같은     정국에서 여러가지 경비  청소  관리 업무들을 주한미군 근로자들이 제공하고 있었는데  노무 제공 없이는  ,0
97, 속보 경기도      취약계층 지원방안 발표,0,경기도      취약계층 지원방안 발표,0
